銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"武蔵野銀行","8336","東証","-","-","○","37,400","-","無","0.00","2,035","-6","0.00 %","-","220","38,200","-3.27 %","貸借","0.00"
"千葉興業銀行","8337","東証","-","-","○","73,400","03/26","有","0.00","270","-3","-0.73 %","-","179","160,200","-2.87 %","貸借","0.00"
"筑波銀行","8338","東証","-","-","○","90,800","-","無","0.00","172","1","0.58 %","-","177","84,400","-3.91 %","貸借","0.00"
"七十七銀行","8341","東証","-","-","○","78,300","-","無","0.00","1,517","14","0.33 %","-","974","237,800","-4.22 %","貸借","0.00"
"青森銀行","8342","東証","-","-","○","2,000","09/25","有","0.00","2,652","-8","-0.71 %","-","79","13,900","-3.73 %","貸借","0.05"
"秋田銀行","8343","東証","-","-","○","12,600","-","無","0.00","1,979","-2","0.05 %","-","69","11,200","-2.36 %","貸借","0.05"
"岩手銀行","8345","東証","-","-","○","18,700","09/25","有","0.00","2,884","-28","-0.96 %","-","58","8,300","-2.23 %","貸借","0.05"
"東邦銀行","8346","東証","-","-","○","111,100","09/25","有","0.00","261","5","1.55 %","-","211","295,500","-3.33 %","貸借","0.00"
"東北銀行","8349","東証","-","-","○","9,000","-","無","0.00","1,068","-4","-1.11 %","-","26","7,200","-3.78 %","貸借","0.05"
"みちのく銀行","8350","東証","○","-","-","200","09/25","有","0.00","1,648","-2","-0.12 %","-","56","12,200","-1.31 %","貸借","0.05"
"ふくおかフィナンシャルＧ","8354","東証","-","-","○","176,900","09/25","有","0.00","1,921","-15","-1.43 %","-","2,373","1,094,900","-2.08 %","貸借","0.00"
"静岡銀行","8355","東証","-","-","○","507,300","-","無","0.00","783","-5","0.12 %","-","2,954","2,840,300","-1.63 %","貸借","0.05"
"十六銀行","8356","東証","-","-","○","16,600","09/25","有","0.00","2,146","1","0.32 %","-","474","107,300","-7.01 %","貸借","0.00"
"スルガ銀行","8358","東証","○","-","-","52,000","-","無","0.00","391","-6","-1.26 %","-","1,382","5,199,100","-4.86 %","貸借","0.00"
"八十二銀行","8359","東証","-","-","○","327,900","-","無","0.00","438","0","0.00 %","-","842","1,283,100","-4.36 %","貸借","0.00"
"山梨中央銀行","8360","東証","-","-","○","30,400","-","無","0.00","1,173","-7","-0.33 %","-","114","24,900","-4.24 %","貸借","0.00"
"大垣共立銀行","8361","東証","-","-","○","9,800","09/25","有","0.00","2,368","-13","-0.29 %","-","294","53,700","-4.32 %","貸借","0.05"
"福井銀行","8362","東証","-","-","○","17,700","03/26","有","0.00","1,446","-19","-1.76 %","-","50","9,000","-2.23 %","貸借","0.05"
"北國銀行","8363","東証","-","-","○","25,600","03/26","有","0.00","3,060","0","-0.64 %","-","65","18,600","-3.16 %","貸借","0.10"
"清水銀行","8364","東証","○","-","-","200","-","無","0.00","1,854","-26","-1.38 %","-","60","10,000","-2.11 %","貸借","0.05"
"滋賀銀行","8366","東証","-","-","○","7,800","-","無","0.00","2,458","15","0.08 %","-","471","94,400","-2.84 %","貸借","0.05"
"南都銀行","8367","東証","-","-","○","19,200","09/25","有","0.00","2,248","4","0.17 %","-","242","48,200","-3.56 %","貸借","0.00"
"百五銀行","8368","東証","-","-","○","252,400","03/26","有","0.00","326","3","0.30 %","-","208","150,500","-2.10 %","貸借","0.00"
"京都銀行","8369","東証","-","-","○","59,600","-","無","0.00","4,040","-70","-1.58 %","-","1,158","290,200","-3.00 %","貸借","0.00"
"紀陽銀行","8370","東証","-","-","○","85,000","-","無","0.00","1,394","-8","-0.49 %","-","289","77,700","-4.84 %","貸借","0.00"
"ほくほくフィナンシャルＧ","8377","東証","○","-","○","5,100","-","無","0.00","1,096","-2","-0.18 %","-","1,123","423,700","-4.19 %","貸借","0.00"
"広島銀行","8379","東証","-","-","○","236,700","03/26","有","0.00","514","2","0.19 %","-","540","503,900","-2.83 %","貸借","0.00"
"山陰合同銀行","8381","東証","-","-","○","123,800","09/25","有","0.00","688","-6","-0.43 %","-","441","191,200","-2.13 %","貸借","0.00"
"中国銀行","8382","東証","-","-","○","84,600","09/25","有","0.00","956","2","0.20 %","-","778","390,600","-2.34 %","貸借","0.05"
"鳥取銀行","8383","東証","○","-","-","0","03/26","有","0.00","1,428","17","1.13 %","-","13","2,200","-0.06 %","貸借","0.05"
"伊予銀行","8385","東証","○","-","○","14,400","03/26","有","0.00","543","-6","-0.36 %","-","547","444,100","-2.68 %","貸借","0.00"
"百十四銀行","8386","東証","-","-","○","25,200","03/26","有","0.00","2,124","-35","-1.66 %","-","192","35,700","-7.08 %","貸借","0.00"
"四国銀行","8387","東証","-","-","○","35,000","03/26","有","0.00","912","-5","-0.10 %","-","73","15,800","-3.08 %","貸借","0.00"
"阿波銀行","8388","東証","-","-","○","29,800","03/26","有","0.00","2,549","-11","-0.42 %","-","177","34,900","-2.59 %","貸借","0.05"
"大分銀行","8392","東証","-","-","○","10,800","-","無","0.00","3,120","25","0.80 %","-","140","41,400","-0.47 %","貸借","0.10"
"宮崎銀行","8393","東証","-","-","○","15,200","-","無","0.00","2,460","-43","-1.71 %","-","74","11,400","-2.92 %","貸借","0.00"
"佐賀銀行","8395","東証","-","-","○","11,500","-","無","0.00","1,523","-14","-0.91 %","-","75","13,400","-2.93 %","貸借","0.00"
"沖縄銀行","8397","東証","-","-","○","20,200","09/25","有","0.00","3,310","-30","-0.89 %","-","101","15,900","-5.96 %","貸借","0.10"
"琉球銀行","8399","東証","-","-","○","49,300","03/26","有","0.00","1,148","12","1.05 %","-","332","70,100","-0.17 %","貸借","0.05"
"セブン銀行","8410","東証","○","-","○","190,400","-","無","0.00","285","1","-0.34 %","-","1,299","3,091,600","-0.69 %","貸借","0.00"
"みずほフィナンシャルＧ","8411","東証","○","-","○","3,557,600","-","無","0.00","153.8","-0.8","-0.19 %","-","4,565","71,429,800","-0.83 %","貸借","0.00"
"高知銀行","8416","東証","-","-","○","1,900","-","無","0.00","764","6","1.32 %","-","32","4,500","-4.85 %","貸借","0.00"
"山口フィナンシャルＧ","8418","東証","-","-","○","290,400","03/26","有","0.00","726","-2","0.00 %","-","1,222","896,600","-3.32 %","貸借","0.00"
"信金中金優先出資","8421","東証","○","-","-","1","09/25","有","0.00","238,800","-200","-0.08 %","-","6","8","-0.08 %","貸借","0.00"
"芙蓉総合リース","8424","東証","-","-","○","25,400","09/25","有","0.00","5,980","20","1.01 %","-","200","43,500","-1.15 %","貸借","0.10"
"興銀リース","8425","東証","○","-","○","3,500","03/26","有","0.00","2,667","-1","-0.07 %","-","260","47,200","-1.65 %","貸借","0.00"
"東京センチュリー","8439","東証","-","-","○","21,300","09/25","有","0.00","4,450","-80","-1.11 %","-","361","82,800","-4.50 %","貸借","0.00"
"フューチャーベンチャーキャピ","8462","東証","○","-","-","2,300","-","無","0.80","563","-15","-2.76 %","-","363","111,700","-7.24 %","信用","0.00"
"ＳＢＩホールディングス","8473","東証","○","-","○","27,100","09/25","有","0.00","2,677","-57","-1.03 %","-","2,703","1,444,200","-3.49 %","貸借","0.00"
"Ｊトラスト","8508","東証","○","-","-","8,500","-","無","0.00","495","-38","-6.60 %","-","1,120","848,900","-8.33 %","貸借","0.00"
"日本証券金融","8511","東証","-","-","○","76,600","-","無","0.00","546","-5","-1.08 %","-","234","112,200","-2.15 %","貸借","0.00"
"アイフル","8515","東証","○","-","-","27,700","-","無","0.00","213","2","0.00 %","-","668","2,578,300","-2.73 %","貸借","0.00"
"日本アジア投資","8518","東証","○","-","-","0","-","無","1.10","311","80","33.47 %","-","10,269","15,809,800","0.00 %","信用","0.00"
"名古屋銀行","8522","東証","○","-","-","0","09/25","有","0.00","3,380","-10","-0.87 %","-","99","21,700","-1.74 %","貸借","0.10"
"北洋銀行","8524","東証","-","-","○","383,100","-","無","0.00","252","2","-0.39 %","-","649","622,100","-1.17 %","貸借","0.00"
"愛知銀行","8527","東証","-","-","○","8,900","09/25","有","0.00","3,595","-70","-1.90 %","-","47","8,400","-2.70 %","貸借","0.10"
"愛媛銀行","8541","東証","○","-","-","400","-","無","0.00","1,068","-5","-1.83 %","-","140","41,200","-2.10 %","貸借","0.05"
"トマト銀行","8542","東証","-","-","○","13,000","-","無","0.00","1,035","8","0.29 %","-","14","2,400","-0.76 %","貸借","0.00"
"京葉銀行","8544","東証","-","-","○","110,700","09/25","有","0.00","615","-2","-0.32 %","-","305","131,900","-4.35 %","貸借","0.00"
"栃木銀行","8550","東証","-","-","○","113,700","-","無","0.00","175","1","0.00 %","-","235","294,700","-2.77 %","貸借","0.00"
"北日本銀行","8551","東証","○","-","-","100","03/26","有","0.00","1,664","-33","-2.34 %","-","42","7,500","-3.53 %","貸借","0.00"
"東和銀行","8558","東証","○","-","-","700","-","無","0.00","688","-2","0.43 %","-","112","26,800","-2.27 %","貸借","0.00"
"福島銀行","8562","東証","○","-","-","400","-","無","0.00","255","5","2.00 %","-","83","32,400","-1.54 %","貸借","0.00"
"大東銀行","8563","東証","○","-","-","200","03/26","有","0.00","561","1","0.17 %","-","46","9,200","-0.70 %","貸借","0.00"
"リコーリース","8566","東証","-","-","○","18,300","09/25","有","0.00","3,310","10","0.00 %","-","69","11,900","-1.92 %","貸借","0.00"
"イオンフィナンシャルサービス","8570","東証","-","-","○","45,700","-","無","0.00","1,690","-21","-0.87 %","-","1,131","450,300","-2.19 %","貸借","0.00"
"アコム","8572","東証","○","-","○","91,300","-","無","0.00","371","-5","-0.53 %","-","1,015","1,359,800","-3.88 %","貸借","0.00"
"ジャックス","8584","東証","○","-","○","7,300","-","無","0.00","2,018","-8","-1.07 %","-","217","54,500","-1.51 %","貸借","0.00"
"オリコ","8585","東証","○","-","○","117,800","-","無","0.00","111","4","3.73 %","-","665","5,494,600","0.00 %","貸借","0.00"
"日立キャピタル","8586","東証","-","-","○","0","-","無","0.00","2,359","-12","-0.25 %","-","1,032","203,400","-1.95 %","貸借","0.05"
"アプラスフィナンシャル","8589","東証","○","-","-","4,700","-","無","0.00","69","0","0.00 %","-","54","467,600","-1.42 %","貸借","0.00"
"オリックス","8591","東証","○","-","○","143,800","09/25","有","0.00","1,587.0","-14.0","-1.09 %","-","4,078","3,144,400","-1.33 %","貸借","0.00"
"三菱ＵＦＪリース","8593","東証","○","-","○","9,600","-","無","0.00","582","2","-1.18 %","-","965","1,220,200","-1.18 %","貸借","0.05"
"ジャフコ","8595","東証","-","-","○","40,000","-","無","0.00","3,910","-55","-0.76 %","-","494","159,400","-2.61 %","貸借","0.00"
"九州リースサービス","8596","東証","○","-","-","100","03/26","有","1.10","603","2","0.00 %","-","15","2,900","-0.82 %","信用","0.00"
"トモニホールディングス","8600","東証","-","-","○","177,900","-","無","0.00","364","2","1.96 %","-","311","189,400","-2.15 %","貸借","0.00"
"大和証券Ｇ本社","8601","東証","○","-","○","12,800","09/25","有","0.00","472.0","-8.5","-0.96 %","-","4,681","4,984,400","-2.62 %","貸借","0.00"
"野村ホールディングス","8604","東証","○","-","○","193,100","09/25","有","0.00","373.5","-5.8","-2.42 %","-","10,367","16,722,600","-2.45 %","貸借","0.00"
"岡三証券グループ","8609","東証","-","-","○","122,000","-","無","0.00","392","-6","-1.25 %","-","358","518,100","-2.97 %","貸借","0.00"
"丸三証券","8613","東証","○","-","○","11,600","03/26","有","0.00","562","-9","-2.09 %","-","260","142,000","-3.76 %","貸借","0.00"
"東洋証券","8614","東証","-","-","○","14,400","-","無","0.00","118","1","0.85 %","-","83","188,400","-2.47 %","貸借","0.00"
"東海東京ＨＤ","8616","東証","○","-","○","47,500","09/25","有","0.00","323","-13","-2.71 %","-","1,236","1,794,200","-6.37 %","貸借","0.00"
"光世証券","8617","東証","○","-","-","200","-","無","0.00","666","11","-1.33 %","-","49","16,900","-2.34 %","貸借","0.00"
"水戸証券","8622","東証","○","-","-","2,400","09/25","有","0.00","191","-3","-1.03 %","-","89","139,000","-3.53 %","貸借","0.00"
"いちよし証券","8624","東証","○","-","-","1,700","09/25","有","0.00","723","-10","-0.68 %","-","319","123,000","-4.11 %","貸借","0.00"
"松井証券","8628","東証","○","-","○","24,500","-","無","0.00","1,004","-10","-0.98 %","-","727","700,000","-2.52 %","貸借","0.05"
"ＳＯＭＰＯホールディングス","8630","東証","○","-","○","3,300","-","無","0.00","4,135","-11","-0.64 %","-","2,579","1,021,900","-1.73 %","貸借","0.00"
"だいこう証券ビジ","8692","東証","○","-","-","100","03/26","有","0.00","478","3","0.00 %","-","23","4,500","-0.41 %","貸借","0.05"
"日本取引所グループ","8697","東証","○","-","○","7,400","09/25","有","0.00","1,718","-12","-0.40 %","-","1,251","587,200","-2.21 %","貸借","0.00"
"マネックスＧ","8698","東証","○","-","-","51,800","09/25","有","0.00","361","-11","-3.47 %","-","1,819","4,650,100","-4.24 %","貸借","0.00"
"澤田ホールディングス","8699","東証","○","-","-","400","03/26","有","0.00","810","-1","-0.12 %","-","65","34,500","-0.61 %","貸借","0.00"
"丸八証券","8700","東証","○","-","-","100","09/25","有","3.00","1,028","39","0.00 %","-","1","1,600","0.00 %","信用","0.00"
"カブドットコム証券","8703","東証","○","-","-","400","-","無","0.00","558","0","-0.17 %","-","110","157,300","-0.88 %","貸借","0.00"
"トレイダーズＨＬＤＧＳ","8704","東証","○","-","-","2,000","-","無","0.60","69","-1","-1.42 %","-","100","201,300","-4.16 %","貸借","0.00"
"岡藤ホールディングス","8705","東証","○","-","-","2,800","03/26","有","0.70","190","-1","-1.04 %","-","69","60,200","-2.56 %","信用","0.00"
"極東証券","8706","東証","○","-","○","6,300","-","無","0.00","886","-20","-1.99 %","-","220","60,200","-4.83 %","貸借","0.00"
"岩井コスモホールディング","8707","東証","-","-","○","21,200","-","無","0.00","1,163","-7","-1.18 %","-","174","54,300","-1.35 %","貸借","0.00"
"藍澤證券","8708","東証","○","-","-","600","-","無","0.00","639","-8","-0.62 %","-","85","38,400","-3.61 %","貸借","0.05"
"インヴァスト証券","8709","東証","○","-","-","3,300","-","無","0.00","865","10","0.11 %","-","7","800","-0.11 %","貸借","0.00"
"フィデアホール","8713","東証","-","-","○","202,700","-","無","0.00","115","2","-0.86 %","-","145","313,300","-0.86 %","貸借","0.00"
"池田泉州ＨＤ","8714","東証","○","-","○","56,000","09/25","有","0.00","198","-6","-1.98 %","-","463","1,105,000","-4.34 %","貸借","0.00"
"アニコムホールディングス","8715","東証","○","-","-","0","-","無","0.00","3,850","0","0.00 %","-","659","122,900","-0.38 %","貸借","0.00"
"ＭＳ＆ＡＤ","8725","東証","○","-","○","6,900","-","無","0.00","3,447.0","31.0","0.70 %","-","2,959","1,341,200","-0.49 %","貸借","0.10"
"ＳＯＮＹＦＨ","8729","東証","○","-","○","1,100","-","無","0.00","2,627","19","0.26 %","-","1,961","723,800","-0.86 %","貸借","0.05"
"マネーパートナーズＧＰ","8732","東証","○","-","-","0","-","無","0.00","286","-2","0.35 %","-","106","80,300","-1.71 %","貸借","0.00"
"あかつき本社","8737","東証","○","-","-","1,800","-","無","1.70","298","-3","-0.66 %","-","138","65,100","-1.97 %","信用","0.00"
"スパークス・グループ","8739","東証","○","-","-","6,100","-","無","0.50","228","-1","0.00 %","-","184","241,200","-2.56 %","信用","0.00"
"フジトミ","8740","東証","○","-","-","100","03/26","有","0.40","186","0","0.54 %","-","7","5,800","0.00 %","信用","0.00"
"小林洋行","8742","東証","○","-","-","100","03/26","有","0.00","250","-2","-0.79 %","-","12","2,500","-2.72 %","貸借","0.00"
"第一商品","8746","東証","○","-","-","2,500","-","無","0.70","160","4","1.26 %","-","59","122,000","0.00 %","信用","0.00"
"豊商事","8747","東証","○","-","-","900","-","無","0.20","471","4","-2.28 %","-","126","44,500","-6.36 %","信用","0.00"
"第一生命ＨＬＤＧＳ","8750","東証","○","-","○","14,600","-","無","0.00","1,585.5","-15.0","-0.43 %","-","9,212","4,370,800","-2.34 %","貸借","0.00"
"東京海上ＨＤ","8766","東証","○","-","○","6,100","-","無","0.00","5,422","28","0.42 %","-","2,992","1,101,500","-1.18 %","貸借","0.00"
